,timestamp,open,high,low,close
0,2010-07-12T00:00:00+00:00,0.0,0.1,0.1,0.1
1,2010-07-19T00:00:00+00:00,0.1,0.1,0.1,0.1
2,2010-07-26T00:00:00+00:00,0.1,0.1,0.1,0.1
3,2010-08-02T00:00:00+00:00,0.1,0.1,0.1,0.1
4,2010-08-09T00:00:00+00:00,0.1,0.1,0.1,0.1
5,2010-08-16T00:00:00+00:00,0.1,0.1,0.1,0.1
6,2010-08-23T00:00:00+00:00,0.1,0.1,0.1,0.1
7,2010-08-30T00:00:00+00:00,0.1,0.1,0.0,0.1
8,2010-09-06T00:00:00+00:00,0.1,0.1,0.1,0.1
9,2010-09-13T00:00:00+00:00,0.1,0.2,0.1,0.1
10,2010-09-20T00:00:00+00:00,0.1,0.1,0.1,0.1
11,2010-09-27T00:00:00+00:00,0.1,0.1,0.1,0.1
12,2010-10-04T00:00:00+00:00,0.1,0.1,0.0,0.1
13,2010-10-11T00:00:00+00:00,0.1,0.1,0.1,0.1
14,2010-10-18T00:00:00+00:00,0.1,0.2,0.1,0.1
15,2010-10-25T00:00:00+00:00,0.1,0.2,0.1,0.2
16,2010-11-01T00:00:00+00:00,0.2,0.5,0.1,0.3
17,2010-11-08T00:00:00+00:00,0.3,0.4,0.1,0.3
18,2010-11-15T00:00:00+00:00,0.3,0.3,0.2,0.3
19,2010-11-22T00:00:00+00:00,0.3,0.3,0.3,0.3
20,2010-11-29T00:00:00+00:00,0.3,0.3,0.2,0.2
21,2010-12-06T00:00:00+00:00,0.2,0.2,0.2,0.2
22,2010-12-13T00:00:00+00:00,0.2,0.3,0.2,0.2
23,2010-12-20T00:00:00+00:00,0.2,0.3,0.2,0.3
24,2010-12-27T00:00:00+00:00,0.3,0.3,0.3,0.3
25,2011-01-03T00:00:00+00:00,0.3,0.3,0.3,0.3
26,2011-01-10T00:00:00+00:00,0.3,0.4,0.3,0.4
27,2011-01-17T00:00:00+00:00,0.4,0.4,0.3,0.4
28,2011-01-24T00:00:00+00:00,0.4,0.5,0.4,0.5
29,2011-01-31T00:00:00+00:00,0.5,0.9,0.5,0.9
30,2011-02-07T00:00:00+00:00,0.9,1.1,0.8,1.0
31,2011-02-14T00:00:00+00:00,1.0,1.1,0.8,0.9
32,2011-02-21T00:00:00+00:00,0.9,1.0,0.8,0.9
33,2011-02-28T00:00:00+00:00,0.9,1.0,0.8,0.9
34,2011-03-07T00:00:00+00:00,0.9,0.9,0.8,0.9
35,2011-03-14T00:00:00+00:00,0.9,0.9,0.7,0.7
36,2011-03-21T00:00:00+00:00,0.7,0.9,0.7,0.8
37,2011-03-28T00:00:00+00:00,0.8,0.9,0.8,0.8
38,2011-04-04T00:00:00+00:00,0.8,0.8,0.6,0.7
39,2011-04-11T00:00:00+00:00,0.7,1.1,0.7,1.1
40,2011-04-18T00:00:00+00:00,1.1,2.0,1.1,1.6
41,2011-04-25T00:00:00+00:00,1.6,4.2,1.5,3.0
42,2011-05-02T00:00:00+00:00,3.0,3.9,3.0,3.9
43,2011-05-09T00:00:00+00:00,3.9,8.9,3.7,7.0
44,2011-05-16T00:00:00+00:00,7.0,8.5,5.6,6.7
45,2011-05-23T00:00:00+00:00,6.7,9.3,6.7,8.4
46,2011-05-30T00:00:00+00:00,8.4,19.0,8.1,16.7
47,2011-06-06T00:00:00+00:00,16.7,31.9,10.3,18.5
48,2011-06-13T00:00:00+00:00,18.5,24.5,13.0,17.5
49,2011-06-20T00:00:00+00:00,17.5,17.5,14.0,16.5
50,2011-06-27T00:00:00+00:00,16.5,18.0,15.0,15.4
51,2011-07-04T00:00:00+00:00,15.4,16.5,11.0,14.9
52,2011-07-11T00:00:00+00:00,14.9,15.2,13.0,13.2
53,2011-07-18T00:00:00+00:00,13.2,14.7,12.5,14.0
54,2011-07-25T00:00:00+00:00,14.0,14.9,12.8,13.4
55,2011-08-01T00:00:00+00:00,13.4,13.6,5.7,7.9
56,2011-08-08T00:00:00+00:00,7.9,12.1,7.1,10.8
57,2011-08-15T00:00:00+00:00,10.8,11.9,10.7,11.3
58,2011-08-22T00:00:00+00:00,11.3,11.5,7.6,9.1
59,2011-08-29T00:00:00+00:00,9.1,9.3,7.8,8.2
60,2011-09-05T00:00:00+00:00,8.2,8.2,4.2,5.9
61,2011-09-12T00:00:00+00:00,5.9,6.6,4.4,5.2
62,2011-09-19T00:00:00+00:00,5.2,6.8,4.9,5.3
63,2011-09-26T00:00:00+00:00,5.3,5.4,4.6,5.0
64,2011-10-03T00:00:00+00:00,5.0,5.0,3.8,4.1
65,2011-10-10T00:00:00+00:00,4.1,4.4,3.4,3.6
66,2011-10-17T00:00:00+00:00,3.6,3.7,2.0,3.2
67,2011-10-24T00:00:00+00:00,3.2,3.8,2.4,3.3
68,2011-10-31T00:00:00+00:00,3.3,3.4,2.8,3.0
69,2011-11-07T00:00:00+00:00,3.0,3.2,2.8,3.0
70,2011-11-14T00:00:00+00:00,3.0,3.0,2.0,2.2
71,2011-11-21T00:00:00+00:00,2.2,2.6,2.2,2.5
72,2011-11-28T00:00:00+00:00,2.5,3.1,2.4,2.8
73,2011-12-05T00:00:00+00:00,2.8,3.4,2.8,3.3
74,2011-12-12T00:00:00+00:00,3.3,3.3,3.0,3.2
75,2011-12-19T00:00:00+00:00,3.2,4.5,3.2,4.2
76,2011-12-26T00:00:00+00:00,4.2,5.5,3.8,5.3
77,2012-01-02T00:00:00+00:00,5.3,7.2,4.7,7.1
78,2012-01-09T00:00:00+00:00,7.1,7.2,5.8,7.0
79,2012-01-16T00:00:00+00:00,7.0,7.2,4.6,6.3
80,2012-01-23T00:00:00+00:00,6.3,6.4,5.1,5.4
81,2012-01-30T00:00:00+00:00,5.4,6.2,5.4,5.7
82,2012-02-06T00:00:00+00:00,5.7,6.0,5.3,5.5
83,2012-02-13T00:00:00+00:00,5.5,5.7,3.9,4.4
84,2012-02-20T00:00:00+00:00,4.4,5.2,4.2,4.9
85,2012-02-27T00:00:00+00:00,4.9,5.0,4.5,4.8
86,2012-03-05T00:00:00+00:00,4.8,5.1,4.8,4.9
87,2012-03-12T00:00:00+00:00,4.9,5.4,4.9,5.3
88,2012-03-19T00:00:00+00:00,5.3,5.3,4.3,4.6
89,2012-03-26T00:00:00+00:00,4.6,4.9,4.5,4.8
90,2012-04-02T00:00:00+00:00,4.8,5.1,4.6,4.8
91,2012-04-09T00:00:00+00:00,4.8,5.0,4.7,5.0
92,2012-04-16T00:00:00+00:00,5.0,5.5,4.9,5.2
93,2012-04-23T00:00:00+00:00,5.2,5.2,4.8,4.9
94,2012-04-30T00:00:00+00:00,4.9,5.2,4.9,5.1
95,2012-05-07T00:00:00+00:00,5.1,5.1,4.8,4.9
96,2012-05-14T00:00:00+00:00,4.9,5.2,4.9,5.1
97,2012-05-21T00:00:00+00:00,5.1,5.2,5.1,5.1
98,2012-05-28T00:00:00+00:00,5.1,5.3,5.0,5.2
99,2012-06-04T00:00:00+00:00,5.2,5.7,5.2,5.5
100,2012-06-11T00:00:00+00:00,5.5,6.6,5.4,6.2
101,2012-06-18T00:00:00+00:00,6.2,6.8,6.0,6.3
102,2012-06-25T00:00:00+00:00,6.3,6.7,6.2,6.6
103,2012-07-02T00:00:00+00:00,6.6,6.9,6.4,6.8
104,2012-07-09T00:00:00+00:00,6.8,7.9,6.7,7.6
105,2012-07-16T00:00:00+00:00,7.6,9.7,7.3,8.4
106,2012-07-23T00:00:00+00:00,8.4,9.2,7.8,8.7
107,2012-07-30T00:00:00+00:00,8.7,11.3,8.7,10.9
108,2012-08-06T00:00:00+00:00,10.9,12.0,10.6,11.6
109,2012-08-13T00:00:00+00:00,11.6,15.4,7.6,8.0
110,2012-08-20T00:00:00+00:00,8.0,10.6,7.8,10.6
111,2012-08-27T00:00:00+00:00,10.6,12.1,9.7,10.2
112,2012-09-03T00:00:00+00:00,10.2,11.3,10.1,11.0
113,2012-09-10T00:00:00+00:00,11.0,12.0,10.8,11.9
114,2012-09-17T00:00:00+00:00,11.9,12.7,11.6,12.2
115,2012-09-24T00:00:00+00:00,12.2,12.5,11.9,12.4
116,2012-10-01T00:00:00+00:00,12.4,13.1,11.7,11.8
117,2012-10-08T00:00:00+00:00,11.8,12.4,10.6,11.7
118,2012-10-15T00:00:00+00:00,11.7,12.0,11.4,11.6
119,2012-10-22T00:00:00+00:00,11.6,12.0,9.7,10.7
120,2012-10-29T00:00:00+00:00,10.7,11.3,10.3,10.8
121,2012-11-05T00:00:00+00:00,10.8,11.2,10.6,10.9
122,2012-11-12T00:00:00+00:00,10.9,11.8,10.8,11.6
123,2012-11-19T00:00:00+00:00,11.6,12.6,11.6,12.5
124,2012-11-26T00:00:00+00:00,12.5,12.7,11.9,12.5
125,2012-12-03T00:00:00+00:00,12.5,13.7,12.5,13.4
126,2012-12-10T00:00:00+00:00,13.4,13.9,13.0,13.3
127,2012-12-17T00:00:00+00:00,13.3,13.7,12.8,13.3
128,2012-12-24T00:00:00+00:00,13.3,13.7,13.1,13.4
129,2012-12-31T00:00:00+00:00,13.4,13.6,13.2,13.4
130,2013-01-07T00:00:00+00:00,13.4,14.4,13.4,14.1
131,2013-01-14T00:00:00+00:00,14.1,16.0,14.0,15.7
132,2013-01-21T00:00:00+00:00,15.7,19.2,15.4,17.8
133,2013-01-28T00:00:00+00:00,17.8,21.4,17.8,20.6
134,2013-02-04T00:00:00+00:00,20.6,24.1,19.9,24.0
135,2013-02-11T00:00:00+00:00,24.0,27.6,21.7,26.8
136,2013-02-18T00:00:00+00:00,26.8,31.3,26.4,29.9
137,2013-02-25T00:00:00+00:00,29.9,34.9,29.5,34.5
138,2013-03-04T00:00:00+00:00,34.5,49.1,33.3,46.0
139,2013-03-11T00:00:00+00:00,46.0,48.5,36.7,47.4
140,2013-03-18T00:00:00+00:00,47.4,74.9,47.1,71.5
141,2013-03-25T00:00:00+00:00,71.5,95.7,69.5,93.0
142,2013-04-01T00:00:00+00:00,93.0,164.9,92.2,162.3
143,2013-04-08T00:00:00+00:00,162.3,266.0,54.3,90.0
144,2013-04-15T00:00:00+00:00,90.0,136.4,50.0,119.2
145,2013-04-22T00:00:00+00:00,119.2,166.4,118.5,134.4
146,2013-04-29T00:00:00+00:00,134.4,149.1,79.0,116.0
147,2013-05-06T00:00:00+00:00,116.0,124.9,97.5,114.8
148,2013-05-13T00:00:00+00:00,114.8,125.6,103.0,122.5
149,2013-05-20T00:00:00+00:00,122.5,136.0,120.1,133.5
150,2013-05-27T00:00:00+00:00,133.5,135.5,115.0,122.5
151,2013-06-03T00:00:00+00:00,122.5,124.0,88.0,100.4
152,2013-06-10T00:00:00+00:00,100.4,112.3,95.0,99.9
153,2013-06-17T00:00:00+00:00,99.9,115.0,98.9,107.9
154,2013-06-24T00:00:00+00:00,107.9,110.0,92.3,97.5
155,2013-07-01T00:00:00+00:00,97.5,98.2,65.4,76.5
156,2013-07-08T00:00:00+00:00,76.5,104.2,72.5,94.4
157,2013-07-15T00:00:00+00:00,94.4,101.9,86.2,92.0
158,2013-07-22T00:00:00+00:00,92.0,100.6,89.8,98.8
159,2013-07-29T00:00:00+00:00,98.8,111.7,98.4,105.1
160,2013-08-05T00:00:00+00:00,105.1,107.8,101.0,105.0
161,2013-08-12T00:00:00+00:00,105.0,115.0,103.5,113.4
162,2013-08-19T00:00:00+00:00,113.4,125.0,111.8,122.1
163,2013-08-26T00:00:00+00:00,122.1,148.7,119.9,146.0
164,2013-09-02T00:00:00+00:00,146.0,148.9,121.3,126.3
165,2013-09-09T00:00:00+00:00,126.3,145.9,124.0,138.3
166,2013-09-16T00:00:00+00:00,138.3,142.2,131.0,134.0
167,2013-09-23T00:00:00+00:00,134.0,145.8,132.0,143.9
168,2013-09-30T00:00:00+00:00,143.9,145.8,109.7,137.8
169,2013-10-07T00:00:00+00:00,137.8,147.6,135.1,147.5
170,2013-10-14T00:00:00+00:00,147.5,195.8,144.2,186.1
171,2013-10-21T00:00:00+00:00,186.1,233.4,175.3,206.9
172,2013-10-28T00:00:00+00:00,206.9,226.9,200.4,224.0
173,2013-11-04T00:00:00+00:00,224.0,395.0,221.9,336.3
174,2013-11-11T00:00:00+00:00,336.3,536.8,321.4,528.3
175,2013-11-18T00:00:00+00:00,528.3,900.9,453.3,795.0
176,2013-11-25T00:00:00+00:00,795.0,1241.9,759.0,1004.4
177,2013-12-02T00:00:00+00:00,1004.4,1239.9,576.0,804.0
178,2013-12-09T00:00:00+00:00,804.0,1067.7,787.7,919.9
179,2013-12-16T00:00:00+00:00,919.9,924.9,454.9,639.5
180,2013-12-23T00:00:00+00:00,639.5,836.8,631.0,785.0
181,2013-12-30T00:00:00+00:00,785.0,1029.9,771.0,1014.7
182,2014-01-06T00:00:00+00:00,1014.7,1093.4,858.9,939.8
183,2014-01-13T00:00:00+00:00,939.8,973.1,867.2,954.8
184,2014-01-20T00:00:00+00:00,954.8,1038.1,902.9,1007.0
185,2014-01-27T00:00:00+00:00,1007.0,1021.5,909.5,953.3
186,2014-02-03T00:00:00+00:00,953.3,959.6,622.5,659.6
187,2014-02-10T00:00:00+00:00,659.6,700.0,220.4,299.8
188,2014-02-17T00:00:00+00:00,299.8,411.2,91.7,310.2
189,2014-02-24T00:00:00+00:00,310.2,650.0,102.3,544.6
190,2014-03-03T00:00:00+00:00,544.6,695.4,545.4,627.0
191,2014-03-10T00:00:00+00:00,627.0,640.8,594.7,619.1
192,2014-03-17T00:00:00+00:00,619.1,622.5,537.2,551.2
193,2014-03-24T00:00:00+00:00,551.2,575.4,424.0,446.9
194,2014-03-31T00:00:00+00:00,446.9,487.4,386.7,455.7
195,2014-04-07T00:00:00+00:00,455.7,485.1,355.7,427.6
196,2014-04-14T00:00:00+00:00,427.6,549.0,420.1,498.5
197,2014-04-21T00:00:00+00:00,498.5,524.7,437.4,443.2
198,2014-04-28T00:00:00+00:00,443.2,464.5,420.8,436.0
199,2014-05-05T00:00:00+00:00,436.0,459.5,420.2,433.2
200,2014-05-12T00:00:00+00:00,433.2,455.9,430.2,450.1
201,2014-05-19T00:00:00+00:00,450.1,575.2,437.3,570.4
202,2014-05-26T00:00:00+00:00,570.4,675.0,555.3,649.8
203,2014-06-02T00:00:00+00:00,649.8,676.5,602.1,651.0
204,2014-06-09T00:00:00+00:00,651.0,663.0,560.8,582.3
205,2014-06-16T00:00:00+00:00,582.3,614.4,580.5,603.6
206,2014-06-23T00:00:00+00:00,603.6,608.8,565.8,601.1
207,2014-06-30T00:00:00+00:00,601.1,652.5,596.5,626.7
208,2014-07-07T00:00:00+00:00,626.7,638.6,607.3,628.0
209,2014-07-14T00:00:00+00:00,628.0,634.1,610.0,621.0
210,2014-07-21T00:00:00+00:00,621.0,628.8,593.3,595.0
211,2014-07-28T00:00:00+00:00,595.0,604.0,564.0,588.9
212,2014-08-04T00:00:00+00:00,588.9,608.2,585.4,592.1
213,2014-08-11T00:00:00+00:00,592.1,593.6,478.2,485.5
214,2014-08-18T00:00:00+00:00,485.5,537.2,450.0,509.7
215,2014-08-25T00:00:00+00:00,509.7,527.4,478.3,481.8
216,2014-09-01T00:00:00+00:00,481.8,498.5,470.5,485.8
217,2014-09-08T00:00:00+00:00,485.8,491.0,467.5,477.7
218,2014-09-15T00:00:00+00:00,477.7,479.3,386.1,401.6
219,2014-09-22T00:00:00+00:00,401.6,445.5,374.1,379.1
220,2014-09-29T00:00:00+00:00,379.1,395.2,294.9,322.9
221,2014-10-06T00:00:00+00:00,322.9,384.6,303.0,373.2
222,2014-10-13T00:00:00+00:00,373.2,407.7,366.0,387.3
223,2014-10-20T00:00:00+00:00,387.3,388.2,341.5,348.7
224,2014-10-27T00:00:00+00:00,348.7,356.4,319.8,322.5
225,2014-11-03T00:00:00+00:00,322.5,362.2,320.1,362.0
226,2014-11-10T00:00:00+00:00,362.0,480.5,356.6,385.6
227,2014-11-17T00:00:00+00:00,385.6,412.3,343.8,365.9
228,2014-11-24T00:00:00+00:00,365.9,395.7,358.4,374.9
229,2014-12-01T00:00:00+00:00,374.9,384.9,366.2,376.5
230,2014-12-08T00:00:00+00:00,376.5,377.4,337.8,349.4
231,2014-12-15T00:00:00+00:00,349.4,351.2,303.4,322.6
232,2014-12-22T00:00:00+00:00,322.6,339.3,310.5,316.5
233,2014-12-29T00:00:00+00:00,316.5,321.6,255.9,264.7
234,2015-01-05T00:00:00+00:00,264.7,296.1,262.9,264.8
235,2015-01-12T00:00:00+00:00,264.8,273.1,157.3,210.6
236,2015-01-19T00:00:00+00:00,210.6,256.4,203.4,252.1
237,2015-01-26T00:00:00+00:00,252.1,310.9,209.7,225.3
238,2015-02-02T00:00:00+00:00,225.3,247.5,214.4,223.7
239,2015-02-09T00:00:00+00:00,223.7,264.6,214.4,233.3
240,2015-02-16T00:00:00+00:00,233.3,247.8,228.0,235.7
241,2015-02-23T00:00:00+00:00,235.7,260.6,231.3,257.9
242,2015-03-02T00:00:00+00:00,257.9,287.1,256.1,274.5
243,2015-03-09T00:00:00+00:00,274.5,301.0,273.8,284.9
244,2015-03-16T00:00:00+00:00,284.9,294.0,247.0,268.6
245,2015-03-23T00:00:00+00:00,268.6,271.0,234.8,242.1
246,2015-03-30T00:00:00+00:00,242.1,260.3,236.6,259.6
247,2015-04-06T00:00:00+00:00,259.6,261.5,231.3,235.9
248,2015-04-13T00:00:00+00:00,235.9,236.8,214.3,223.0
249,2015-04-20T00:00:00+00:00,223.0,238.4,214.1,218.7
250,2015-04-27T00:00:00+00:00,218.7,243.6,216.6,240.0
251,2015-05-04T00:00:00+00:00,240.0,247.9,228.2,240.0
252,2015-05-11T00:00:00+00:00,240.0,243.9,232.4,236.3
253,2015-05-18T00:00:00+00:00,236.3,242.4,231.3,241.0
254,2015-05-25T00:00:00+00:00,241.0,241.8,229.1,229.8
255,2015-06-01T00:00:00+00:00,229.8,231.8,221.0,223.5
256,2015-06-08T00:00:00+00:00,223.5,235.5,223.0,233.8
257,2015-06-15T00:00:00+00:00,233.8,258.5,233.3,244.1
258,2015-06-22T00:00:00+00:00,244.1,251.6,239.1,248.9
259,2015-06-29T00:00:00+00:00,248.9,274.1,248.0,270.1
260,2015-07-06T00:00:00+00:00,270.1,315.9,263.2,310.4
261,2015-07-13T00:00:00+00:00,310.4,310.9,243.2,273.2
262,2015-07-20T00:00:00+00:00,273.2,293.3,271.8,291.8
263,2015-07-27T00:00:00+00:00,291.8,296.7,275.9,281.4
264,2015-08-03T00:00:00+00:00,281.4,285.7,257.4,263.9
265,2015-08-10T00:00:00+00:00,263.9,271.5,254.6,257.1
266,2015-08-17T00:00:00+00:00,257.1,259.9,214.3,226.8
267,2015-08-24T00:00:00+00:00,226.8,234.8,196.3,228.4
268,2015-08-31T00:00:00+00:00,228.4,243.6,224.2,239.9
269,2015-09-07T00:00:00+00:00,239.9,246.4,228.3,230.2
270,2015-09-14T00:00:00+00:00,230.2,242.8,225.1,231.1
271,2015-09-21T00:00:00+00:00,231.1,237.6,224.1,232.5
272,2015-09-28T00:00:00+00:00,232.5,277.6,232.4,238.3
273,2015-10-05T00:00:00+00:00,238.3,248.3,236.4,247.6
274,2015-10-12T00:00:00+00:00,247.6,275.4,243.1,261.7
275,2015-10-19T00:00:00+00:00,261.7,295.6,259.9,287.9
276,2015-10-26T00:00:00+00:00,287.9,334.9,279.6,323.0
277,2015-11-02T00:00:00+00:00,323.0,492.8,319.8,371.6
278,2015-11-09T00:00:00+00:00,371.6,385.1,292.4,317.5
279,2015-11-16T00:00:00+00:00,317.5,342.9,309.5,322.8
280,2015-11-23T00:00:00+00:00,322.8,372.8,315.5,370.8
281,2015-11-30T00:00:00+00:00,370.8,402.2,347.2,393.4
282,2015-12-07T00:00:00+00:00,393.4,467.7,381.7,434.7
283,2015-12-14T00:00:00+00:00,434.7,466.1,428.8,441.8
284,2015-12-21T00:00:00+00:00,441.8,460.6,400.5,422.4
285,2015-12-28T00:00:00+00:00,422.4,438.0,417.1,430.7
286,2016-01-04T00:00:00+00:00,430.7,462.9,425.0,446.2
287,2016-01-11T00:00:00+00:00,446.2,451.1,350.4,382.5
288,2016-01-18T00:00:00+00:00,382.5,425.7,373.2,402.1
289,2016-01-25T00:00:00+00:00,402.1,403.8,363.5,369.8
290,2016-02-01T00:00:00+00:00,369.8,391.8,365.3,377.9
291,2016-02-08T00:00:00+00:00,377.9,405.9,371.4,405.5
292,2016-02-15T00:00:00+00:00,405.5,447.6,396.6,437.9
293,2016-02-22T00:00:00+00:00,437.9,440.8,410.4,432.5
294,2016-02-29T00:00:00+00:00,432.5,441.3,386.9,406.0
295,2016-03-07T00:00:00+00:00,406.0,422.4,402.0,412.4
296,2016-03-14T00:00:00+00:00,412.4,419.6,402.1,411.5
297,2016-03-21T00:00:00+00:00,411.5,427.4,407.3,424.6
298,2016-03-28T00:00:00+00:00,424.6,425.4,406.4,419.1
299,2016-04-04T00:00:00+00:00,419.1,423.7,412.4,420.3
300,2016-04-11T00:00:00+00:00,420.3,432.0,418.1,426.3
301,2016-04-18T00:00:00+00:00,426.3,461.8,424.4,457.6
302,2016-04-25T00:00:00+00:00,457.6,468.9,433.9,452.2
303,2016-05-02T00:00:00+00:00,452.2,461.5,440.2,457.9
304,2016-05-09T00:00:00+00:00,457.9,464.2,446.8,458.1
305,2016-05-16T00:00:00+00:00,458.1,459.6,435.4,439.6
306,2016-05-23T00:00:00+00:00,439.6,548.0,438.2,516.0
307,2016-05-30T00:00:00+00:00,516.0,592.7,512.8,574.9
308,2016-06-06T00:00:00+00:00,574.9,683.8,543.6,666.5
309,2016-06-13T00:00:00+00:00,666.5,776.0,652.8,761.0
310,2016-06-20T00:00:00+00:00,761.0,764.6,539.3,625.4
311,2016-06-27T00:00:00+00:00,625.4,701.5,615.2,661.6
312,2016-07-04T00:00:00+00:00,661.6,679.2,605.0,647.1
313,2016-07-11T00:00:00+00:00,647.1,680.9,640.0,676.3
314,2016-07-18T00:00:00+00:00,676.3,680.4,645.7,659.3
315,2016-07-25T00:00:00+00:00,659.3,662.5,621.4,621.9
316,2016-08-01T00:00:00+00:00,621.9,627.9,471.4,590.8
317,2016-08-08T00:00:00+00:00,590.8,600.5,559.9,569.1
318,2016-08-15T00:00:00+00:00,569.1,585.3,559.3,580.7
319,2016-08-22T00:00:00+00:00,580.7,591.9,567.3,575.0
320,2016-08-29T00:00:00+00:00,575.0,705.0,569.3,609.5
321,2016-09-05T00:00:00+00:00,609.5,630.8,592.8,605.6
322,2016-09-12T00:00:00+00:00,605.6,612.4,603.0,610.7
323,2016-09-19T00:00:00+00:00,610.7,612.4,591.7,601.5
324,2016-09-26T00:00:00+00:00,601.5,615.0,598.2,610.7
325,2016-10-03T00:00:00+00:00,610.7,619.6,606.5,615.8
326,2016-10-10T00:00:00+00:00,615.8,642.5,612.8,640.1
327,2016-10-17T00:00:00+00:00,640.1,661.2,624.1,653.0
328,2016-10-24T00:00:00+00:00,653.0,720.2,645.7,697.3
329,2016-10-31T00:00:00+00:00,697.3,744.4,670.4,709.9
330,2016-11-07T00:00:00+00:00,709.9,741.2,685.0,702.0
331,2016-11-14T00:00:00+00:00,702.0,755.3,696.1,728.5
332,2016-11-21T00:00:00+00:00,728.5,754.0,725.6,729.4
333,2016-11-28T00:00:00+00:00,729.4,779.0,727.7,766.4
334,2016-12-05T00:00:00+00:00,766.4,777.0,746.0,767.9
335,2016-12-12T00:00:00+00:00,767.9,791.6,767.8,789.0
336,2016-12-19T00:00:00+00:00,789.0,920.5,786.3,891.1
337,2016-12-26T00:00:00+00:00,891.1,1001.6,885.9,995.4
338,2017-01-02T00:00:00+00:00,995.4,1150.6,806.7,900.9
339,2017-01-09T00:00:00+00:00,900.9,917.7,739.5,821.2
340,2017-01-16T00:00:00+00:00,821.2,938.4,817.7,918.8
341,2017-01-23T00:00:00+00:00,918.8,928.0,883.6,914.5
342,2017-01-30T00:00:00+00:00,914.5,1041.0,911.5,1016.1
